ID;Authors;Article Title;DOI;DOI Link;Supply/demand CES;CES services type original;Initial variables;Final Variables;Most contributing variable;Models used;Best Model;Presence/Abundance model;Original pixel size;Pixel size resampled;Temporality;Social media source data;Type of social media data;Spatial cover;Protect area;Country;Area name;Ecosystem type 1;Ecosystem type 2;Ecosystem type 3;Evaluate changes over time;Excluir;Metrics;Revisor;Order;Variables Standardized;Type;Variables Originales;Level3;Level2;Level1;CES;IPBES;CES services type original;Metrics values;Metrics threshold
3;"Yang, YT; Duan, W";An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;http://dx.doi.org/10.3390/land13020125;Both;inspirational CES;distance to restaurant;distance to restaurant;for inspirational cess;Random Forest;Random Forest;Presence;12.5;12.5;2022-2023;Ctrip;Text;Regional;no;China;Anshun, Guizhou province;High Mountain - forest;High Mountain - grassland;;no;no;"MSE(Mean Square Error);RMSE (Root Mean Squared Error);MAE (Mean Absolute Error);MAPE(meanabsolutepercentageerror);R² (Coefficient of Determination)";Carlos;302;restaurants;Distance;distance to restaurant;Accommodation;Infrastructure;Anthropic elements;"Psychological experiences;Artistic inspiration";"Physical and psychological experiences;Learning and inspiration";inspirational CES;;
3;"Yang, YT; Duan, W";An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;http://dx.doi.org/10.3390/land13020125;Both;inspirational CES;distance to highroad;distance to highroad;for physical and experiential cess;Random Forest;Random Forest;Presence;12.5;12.5;2022-2023;Ctrip;Text;Regional;no;China;Anshun, Guizhou province;High Mountain - forest;High Mountain - grassland;;no;no;"MSE(Mean Square Error);RMSE (Root Mean Squared Error);MAE (Mean Absolute Error);MAPE(meanabsolutepercentageerror);R² (Coefficient of Determination)";Carlos;301;roads;Distance;distance to highroad;Roads and Paths;Accessibility;Anthropic elements;"Psychological experiences;Artistic inspiration";"Physical and psychological experiences;Learning and inspiration";inspirational CES;;
3;"Yang, YT; Duan, W";An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;http://dx.doi.org/10.3390/land13020125;Both;inspirational CES;slope;slope;;Random Forest;Random Forest;Presence;12.5;12.5;2022-2023;Ctrip;Text;Regional;no;China;Anshun, Guizhou province;High Mountain - forest;High Mountain - grassland;;no;no;"MSE(Mean Square Error);RMSE (Root Mean Squared Error);MAE (Mean Absolute Error);MAPE(meanabsolutepercentageerror);R² (Coefficient of Determination)";Carlos;304;slope;Other;slope;Topographical Variables;Natural Environment;Natural elements;"Psychological experiences;Artistic inspiration";"Physical and psychological experiences;Learning and inspiration";inspirational CES;;
3;"Yang, YT; Duan, W";An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;http://dx.doi.org/10.3390/land13020125;Both;inspirational CES;ctrip smell evaluation;ctrip smell evaluation;;Random Forest;Random Forest;Presence;12.5;12.5;2022-2023;Ctrip;Text;Regional;no;China;Anshun, Guizhou province;High Mountain - forest;High Mountain - grassland;;no;no;"MSE(Mean Square Error);RMSE (Root Mean Squared Error);MAE (Mean Absolute Error);MAPE(meanabsolutepercentageerror);R² (Coefficient of Determination)";Carlos;296;smell evaluation;Other;ctrip smell evaluation;Human perceptions;Human perceptions;Anthropic elements;"Psychological experiences;Artistic inspiration";"Physical and psychological experiences;Learning and inspiration";inspirational CES;;
3;"Yang, YT; Duan, W";An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;http://dx.doi.org/10.3390/land13020125;Both;inspirational CES;ctrip sound evaluation;ctrip sound evaluation;;Random Forest;Random Forest;Presence;12.5;12.5;2022-2023;Ctrip;Text;Regional;no;China;Anshun, Guizhou province;High Mountain - forest;High Mountain - grassland;;no;no;"MSE(Mean Square Error);RMSE (Root Mean Squared Error);MAE (Mean Absolute Error);MAPE(meanabsolutepercentageerror);R² (Coefficient of Determination)";Carlos;297;sound evaluation;Other;ctrip sound evaluation;Human perceptions;Human perceptions;Anthropic elements;"Psychological experiences;Artistic inspiration";"Physical and psychological experiences;Learning and inspiration";inspirational CES;;
3;"Yang, YT; Duan, W";An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;http://dx.doi.org/10.3390/land13020125;Both;inspirational CES;ctrip vision evaluation;ctrip vision evaluation;for experiential cess;Random Forest;Random Forest;Presence;12.5;12.5;2022-2023;Ctrip;Text;Regional;no;China;Anshun, Guizhou province;High Mountain - forest;High Mountain - grassland;;no;no;"MSE(Mean Square Error);RMSE (Root Mean Squared Error);MAE (Mean Absolute Error);MAPE(meanabsolutepercentageerror);R² (Coefficient of Determination)";Carlos;298;vision evaluation;Other;ctrip vision evaluation;Human perceptions;Human perceptions;Anthropic elements;"Psychological experiences;Artistic inspiration";"Physical and psychological experiences;Learning and inspiration";inspirational CES;;
3;"Yang, YT; Duan, W";An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;http://dx.doi.org/10.3390/land13020125;Both;inspirational CES;distance to water point;distance to water point;for intellectual cess;Random Forest;Random Forest;Presence;12.5;12.5;2022-2023;Ctrip;Text;Regional;no;China;Anshun, Guizhou province;High Mountain - forest;High Mountain - grassland;;no;no;"MSE(Mean Square Error);RMSE (Root Mean Squared Error);MAE (Mean Absolute Error);MAPE(meanabsolutepercentageerror);R² (Coefficient of Determination)";Carlos;305;water point;Distance;distance to water point;Water;Natural Environment;Natural elements;"Psychological experiences;Artistic inspiration";"Physical and psychological experiences;Learning and inspiration";inspirational CES;;
3;"Yang, YT; Duan, W";An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;http://dx.doi.org/10.3390/land13020125;Both;inspirational CES;distance to water surface;distance to water surface;for physical intellectual, inspirational and experiential cess;Random Forest;Random Forest;Presence;12.5;12.5;2022-2023;Ctrip;Text;Regional;no;China;Anshun, Guizhou province;High Mountain - forest;High Mountain - grassland;;no;no;"MSE(Mean Square Error);RMSE (Root Mean Squared Error);MAE (Mean Absolute Error);MAPE(meanabsolutepercentageerror);R² (Coefficient of Determination)";Carlos;306;water surface;Distance;distance to water surface;Water;Natural Environment;Natural elements;"Psychological experiences;Artistic inspiration";"Physical and psychological experiences;Learning and inspiration";inspirational CES;;
3;"Yang, YT; Duan, W";An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;http://dx.doi.org/10.3390/land13020125;Both;intellectual CES;distance to Accommodation;distance to Accommodation;;Random Forest;Random Forest;Presence;12.5;12.5;2022-2023;Ctrip;Text;Regional;no;China;Anshun, Guizhou province;High Mountain - forest;High Mountain - grassland;;no;no;"MSE(Mean Square Error);RMSE (Root Mean Squared Error);MAE (Mean Absolute Error);MAPE(meanabsolutepercentageerror);R² (Coefficient of Determination)";Carlos;315;accommodation;Distance;distance to Accommodation;Accommodation;Infrastructure;Anthropic elements;"Research;Environmental education";Learning and inspiration;intellectual CES;;
3;"Yang, YT; Duan, W";An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;http://dx.doi.org/10.3390/land13020125;Both;intellectual CES;elevation;elevation;for physical, intellectual and inspirational cess;Random Forest;Random Forest;Presence;12.5;12.5;2022-2023;Ctrip;Text;Regional;no;China;Anshun, Guizhou province;High Mountain - forest;High Mountain - grassland;;no;no;"MSE(Mean Square Error);RMSE (Root Mean Squared Error);MAE (Mean Absolute Error);MAPE(meanabsolutepercentageerror);R² (Coefficient of Determination)";Carlos;311;elevation;Original variable;elevation;Topographical Variables;Natural Environment;Natural elements;"Research;Environmental education";Learning and inspiration;intellectual CES;;
3;"Yang, YT; Duan, W";An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;http://dx.doi.org/10.3390/land13020125;Both;intellectual CES;ctrip feel evaluation;ctrip feel evaluation;for intellectual cess;Random Forest;Random Forest;Presence;12.5;12.5;2022-2023;Ctrip;Text;Regional;no;China;Anshun, Guizhou province;High Mountain - forest;High Mountain - grassland;;no;no;"MSE(Mean Square Error);RMSE (Root Mean Squared Error);MAE (Mean Absolute Error);MAPE(meanabsolutepercentageerror);R² (Coefficient of Determination)";Carlos;307;feel evaluation;Other;ctrip feel evaluation;Human perceptions;Human perceptions;Anthropic elements;"Research;Environmental education";Learning and inspiration;intellectual CES;;
3;"Yang, YT; Duan, W";An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;http://dx.doi.org/10.3390/land13020125;Both;intellectual CES;distance to railway;distance to railway;;Random Forest;Random Forest;Presence;12.5;12.5;2022-2023;Ctrip;Text;Regional;no;China;Anshun, Guizhou province;High Mountain - forest;High Mountain - grassland;;no;no;"MSE(Mean Square Error);RMSE (Root Mean Squared Error);MAE (Mean Absolute Error);MAPE(meanabsolutepercentageerror);R² (Coefficient of Determination)";Carlos;312;railway;Distance;distance to railway;Roads and Paths;Accessibility;Anthropic elements;"Research;Environmental education";Learning and inspiration;intellectual CES;;
3;"Yang, YT; Duan, W";An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;http://dx.doi.org/10.3390/land13020125;Both;intellectual CES;distance to restaurant;distance to restaurant;for inspirational cess;Random Forest;Random Forest;Presence;12.5;12.5;2022-2023;Ctrip;Text;Regional;no;China;Anshun, Guizhou province;High Mountain - forest;High Mountain - grassland;;no;no;"MSE(Mean Square Error);RMSE (Root Mean Squared Error);MAE (Mean Absolute Error);MAPE(meanabsolutepercentageerror);R² (Coefficient of Determination)";Carlos;314;restaurants;Distance;distance to restaurant;Accommodation;Infrastructure;Anthropic elements;"Research;Environmental education";Learning and inspiration;intellectual CES;;
3;"Yang, YT; Duan, W";An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;http://dx.doi.org/10.3390/land13020125;Both;intellectual CES;distance to highroad;distance to highroad;for physical and experiential cess;Random Forest;Random Forest;Presence;12.5;12.5;2022-2023;Ctrip;Text;Regional;no;China;Anshun, Guizhou province;High Mountain - forest;High Mountain - grassland;;no;no;"MSE(Mean Square Error);RMSE (Root Mean Squared Error);MAE (Mean Absolute Error);MAPE(meanabsolutepercentageerror);R² (Coefficient of Determination)";Carlos;313;roads;Distance;distance to highroad;Roads and Paths;Accessibility;Anthropic elements;"Research;Environmental education";Learning and inspiration;intellectual CES;;
3;"Yang, YT; Duan, W";An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;http://dx.doi.org/10.3390/land13020125;Both;intellectual CES;slope;slope;;Random Forest;Random Forest;Presence;12.5;12.5;2022-2023;Ctrip;Text;Regional;no;China;Anshun, Guizhou province;High Mountain - forest;High Mountain - grassland;;no;no;"MSE(Mean Square Error);RMSE (Root Mean Squared Error);MAE (Mean Absolute Error);MAPE(meanabsolutepercentageerror);R² (Coefficient of Determination)";Carlos;316;slope;Other;slope;Topographical Variables;Natural Environment;Natural elements;"Research;Environmental education";Learning and inspiration;intellectual CES;;
3;"Yang, YT; Duan, W";An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;http://dx.doi.org/10.3390/land13020125;Both;intellectual CES;ctrip smell evaluation;ctrip smell evaluation;;Random Forest;Random Forest;Presence;12.5;12.5;2022-2023;Ctrip;Text;Regional;no;China;Anshun, Guizhou province;High Mountain - forest;High Mountain - grassland;;no;no;"MSE(Mean Square Error);RMSE (Root Mean Squared Error);MAE (Mean Absolute Error);MAPE(meanabsolutepercentageerror);R² (Coefficient of Determination)";Carlos;308;smell evaluation;Other;ctrip smell evaluation;Human perceptions;Human perceptions;Anthropic elements;"Research;Environmental education";Learning and inspiration;intellectual CES;;
3;"Yang, YT; Duan, W";An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;http://dx.doi.org/10.3390/land13020125;Both;intellectual CES;ctrip sound evaluation;ctrip sound evaluation;;Random Forest;Random Forest;Presence;12.5;12.5;2022-2023;Ctrip;Text;Regional;no;China;Anshun, Guizhou province;High Mountain - forest;High Mountain - grassland;;no;no;"MSE(Mean Square Error);RMSE (Root Mean Squared Error);MAE (Mean Absolute Error);MAPE(meanabsolutepercentageerror);R² (Coefficient of Determination)";Carlos;309;sound evaluation;Other;ctrip sound evaluation;Human perceptions;Human perceptions;Anthropic elements;"Research;Environmental education";Learning and inspiration;intellectual CES;;
3;"Yang, YT; Duan, W";An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;http://dx.doi.org/10.3390/land13020125;Both;intellectual CES;ctrip vision evaluation;ctrip vision evaluation;for experiential cess;Random Forest;Random Forest;Presence;12.5;12.5;2022-2023;Ctrip;Text;Regional;no;China;Anshun, Guizhou province;High Mountain - forest;High Mountain - grassland;;no;no;"MSE(Mean Square Error);RMSE (Root Mean Squared Error);MAE (Mean Absolute Error);MAPE(meanabsolutepercentageerror);R² (Coefficient of Determination)";Carlos;310;vision evaluation;Other;ctrip vision evaluation;Human perceptions;Human perceptions;Anthropic elements;"Research;Environmental education";Learning and inspiration;intellectual CES;;
3;"Yang, YT; Duan, W";An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;http://dx.doi.org/10.3390/land13020125;Both;intellectual CES;distance to water point;distance to water point;for intellectual cess;Random Forest;Random Forest;Presence;12.5;12.5;2022-2023;Ctrip;Text;Regional;no;China;Anshun, Guizhou province;High Mountain - forest;High Mountain - grassland;;no;no;"MSE(Mean Square Error);RMSE (Root Mean Squared Error);MAE (Mean Absolute Error);MAPE(meanabsolutepercentageerror);R² (Coefficient of Determination)";Carlos;317;water point;Distance;distance to water point;Water;Natural Environment;Natural elements;"Research;Environmental education";Learning and inspiration;intellectual CES;;
3;"Yang, YT; Duan, W";An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;http://dx.doi.org/10.3390/land13020125;Both;intellectual CES;distance to water surface;distance to water surface;for physical intellectual, inspirational and experiential cess;Random Forest;Random Forest;Presence;12.5;12.5;2022-2023;Ctrip;Text;Regional;no;China;Anshun, Guizhou province;High Mountain - forest;High Mountain - grassland;;no;no;"MSE(Mean Square Error);RMSE (Root Mean Squared Error);MAE (Mean Absolute Error);MAPE(meanabsolutepercentageerror);R² (Coefficient of Determination)";Carlos;318;water surface;Distance;distance to water surface;Water;Natural Environment;Natural elements;"Research;Environmental education";Learning and inspiration;intellectual CES;;
3;"Yang, YT; Duan, W";An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;http://dx.doi.org/10.3390/land13020125;Both;physical CES;distance to Accommodation;distance to Accommodation;;Random Forest;Random Forest;Presence;12.5;12.5;2022-2023;Ctrip;Text;Regional;no;China;Anshun, Guizhou province;High Mountain - forest;High Mountain - grassland;;no;no;"MSE(Mean Square Error);RMSE (Root Mean Squared Error);MAE (Mean Absolute Error);MAPE(meanabsolutepercentageerror);R² (Coefficient of Determination)";Carlos;327;accommodation;Distance;distance to Accommodation;Accommodation;Infrastructure;Anthropic elements;Recreation;Physical and psychological experiences;physical CES;;
3;"Yang, YT; Duan, W";An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;http://dx.doi.org/10.3390/land13020125;Both;physical CES;elevation;elevation;for physical, intellectual and inspirational cess;Random Forest;Random Forest;Presence;12.5;12.5;2022-2023;Ctrip;Text;Regional;no;China;Anshun, Guizhou province;High Mountain - forest;High Mountain - grassland;;no;no;"MSE(Mean Square Error);RMSE (Root Mean Squared Error);MAE (Mean Absolute Error);MAPE(meanabsolutepercentageerror);R² (Coefficient of Determination)";Carlos;323;elevation;Original variable;elevation;Topographical Variables;Natural Environment;Natural elements;Recreation;Physical and psychological experiences;physical CES;;
3;"Yang, YT; Duan, W";An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;http://dx.doi.org/10.3390/land13020125;Both;physical CES;ctrip feel evaluation;ctrip feel evaluation;for intellectual cess;Random Forest;Random Forest;Presence;12.5;12.5;2022-2023;Ctrip;Text;Regional;no;China;Anshun, Guizhou province;High Mountain - forest;High Mountain - grassland;;no;no;"MSE(Mean Square Error);RMSE (Root Mean Squared Error);MAE (Mean Absolute Error);MAPE(meanabsolutepercentageerror);R² (Coefficient of Determination)";Carlos;319;feel evaluation;Other;ctrip feel evaluation;Human perceptions;Human perceptions;Anthropic elements;Recreation;Physical and psychological experiences;physical CES;;
3;"Yang, YT; Duan, W";An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;http://dx.doi.org/10.3390/land13020125;Both;physical CES;distance to railway;distance to railway;;Random Forest;Random Forest;Presence;12.5;12.5;2022-2023;Ctrip;Text;Regional;no;China;Anshun, Guizhou province;High Mountain - forest;High Mountain - grassland;;no;no;"MSE(Mean Square Error);RMSE (Root Mean Squared Error);MAE (Mean Absolute Error);MAPE(meanabsolutepercentageerror);R² (Coefficient of Determination)";Carlos;324;railway;Distance;distance to railway;Roads and Paths;Accessibility;Anthropic elements;Recreation;Physical and psychological experiences;physical CES;;
3;"Yang, YT; Duan, W";An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;http://dx.doi.org/10.3390/land13020125;Both;physical CES;distance to restaurant;distance to restaurant;for inspirational cess;Random Forest;Random Forest;Presence;12.5;12.5;2022-2023;Ctrip;Text;Regional;no;China;Anshun, Guizhou province;High Mountain - forest;High Mountain - grassland;;no;no;"MSE(Mean Square Error);RMSE (Root Mean Squared Error);MAE (Mean Absolute Error);MAPE(meanabsolutepercentageerror);R² (Coefficient of Determination)";Carlos;326;restaurants;Distance;distance to restaurant;Accommodation;Infrastructure;Anthropic elements;Recreation;Physical and psychological experiences;physical CES;;
3;"Yang, YT; Duan, W";An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;http://dx.doi.org/10.3390/land13020125;Both;physical CES;distance to highroad;distance to highroad;for physical and experiential cess;Random Forest;Random Forest;Presence;12.5;12.5;2022-2023;Ctrip;Text;Regional;no;China;Anshun, Guizhou province;High Mountain - forest;High Mountain - grassland;;no;no;"MSE(Mean Square Error);RMSE (Root Mean Squared Error);MAE (Mean Absolute Error);MAPE(meanabsolutepercentageerror);R² (Coefficient of Determination)";Carlos;325;roads;Distance;distance to highroad;Roads and Paths;Accessibility;Anthropic elements;Recreation;Physical and psychological experiences;physical CES;;
3;"Yang, YT; Duan, W";An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;http://dx.doi.org/10.3390/land13020125;Both;physical CES;slope;slope;;Random Forest;Random Forest;Presence;12.5;12.5;2022-2023;Ctrip;Text;Regional;no;China;Anshun, Guizhou province;High Mountain - forest;High Mountain - grassland;;no;no;"MSE(Mean Square Error);RMSE (Root Mean Squared Error);MAE (Mean Absolute Error);MAPE(meanabsolutepercentageerror);R² (Coefficient of Determination)";Carlos;328;slope;Other;slope;Topographical Variables;Natural Environment;Natural elements;Recreation;Physical and psychological experiences;physical CES;;
3;"Yang, YT; Duan, W";An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;http://dx.doi.org/10.3390/land13020125;Both;physical CES;ctrip smell evaluation;ctrip smell evaluation;;Random Forest;Random Forest;Presence;12.5;12.5;2022-2023;Ctrip;Text;Regional;no;China;Anshun, Guizhou province;High Mountain - forest;High Mountain - grassland;;no;no;"MSE(Mean Square Error);RMSE (Root Mean Squared Error);MAE (Mean Absolute Error);MAPE(meanabsolutepercentageerror);R² (Coefficient of Determination)";Carlos;320;smell evaluation;Other;ctrip smell evaluation;Human perceptions;Human perceptions;Anthropic elements;Recreation;Physical and psychological experiences;physical CES;;
3;"Yang, YT; Duan, W";An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;http://dx.doi.org/10.3390/land13020125;Both;physical CES;ctrip sound evaluation;ctrip sound evaluation;;Random Forest;Random Forest;Presence;12.5;12.5;2022-2023;Ctrip;Text;Regional;no;China;Anshun, Guizhou province;High Mountain - forest;High Mountain - grassland;;no;no;"MSE(Mean Square Error);RMSE (Root Mean Squared Error);MAE (Mean Absolute Error);MAPE(meanabsolutepercentageerror);R² (Coefficient of Determination)";Carlos;321;sound evaluation;Other;ctrip sound evaluation;Human perceptions;Human perceptions;Anthropic elements;Recreation;Physical and psychological experiences;physical CES;;
3;"Yang, YT; Duan, W";An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;http://dx.doi.org/10.3390/land13020125;Both;physical CES;ctrip vision evaluation;ctrip vision evaluation;for experiential cess;Random Forest;Random Forest;Presence;12.5;12.5;2022-2023;Ctrip;Text;Regional;no;China;Anshun, Guizhou province;High Mountain - forest;High Mountain - grassland;;no;no;"MSE(Mean Square Error);RMSE (Root Mean Squared Error);MAE (Mean Absolute Error);MAPE(meanabsolutepercentageerror);R² (Coefficient of Determination)";Carlos;322;vision evaluation;Other;ctrip vision evaluation;Human perceptions;Human perceptions;Anthropic elements;Recreation;Physical and psychological experiences;physical CES;;
3;"Yang, YT; Duan, W";An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;http://dx.doi.org/10.3390/land13020125;Both;physical CES;distance to water point;distance to water point;for intellectual cess;Random Forest;Random Forest;Presence;12.5;12.5;2022-2023;Ctrip;Text;Regional;no;China;Anshun, Guizhou province;High Mountain - forest;High Mountain - grassland;;no;no;"MSE(Mean Square Error);RMSE (Root Mean Squared Error);MAE (Mean Absolute Error);MAPE(meanabsolutepercentageerror);R² (Coefficient of Determination)";Carlos;329;water point;Distance;distance to water point;Water;Natural Environment;Natural elements;Recreation;Physical and psychological experiences;physical CES;;
3;"Yang, YT; Duan, W";An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;http://dx.doi.org/10.3390/land13020125;Both;physical CES;distance to water surface;distance to water surface;for physical intellectual, inspirational and experiential cess;Random Forest;Random Forest;Presence;12.5;12.5;2022-2023;Ctrip;Text;Regional;no;China;Anshun, Guizhou province;High Mountain - forest;High Mountain - grassland;;no;no;"MSE(Mean Square Error);RMSE (Root Mean Squared Error);MAE (Mean Absolute Error);MAPE(meanabsolutepercentageerror);R² (Coefficient of Determination)";Carlos;330;water surface;Distance;distance to water surface;Water;Natural Environment;Natural elements;Recreation;Physical and psychological experiences;physical CES;;
4;"Lingua, F; Coops, NC; Griess, VC";Assessing forest recreational potential from social media data and remote sensing technologies data;10.1016/j.ecolind.2023.110165;http://dx.doi.org/10.1016/j.ecolind.2023.110165;Both;Recreational activities;anthropic impact index;anthropic impact index;anthropic impact index;Random Forest;Random Forest;Presence;1000;5;2005-2020;Flickr;Photos;Regional;yes;Canada;Cypress provincial park (British Columbia);Temperate deciduous forest;;;no;no;"Gini Impurity;Accuracy";Marta;155;anthropic impact index;Index;anthropic impact index;Management regime;Management ;Land management;Recreation;Physical and psychological experiences;Recreational activities;;
4;"Lingua, F; Coops, NC; Griess, VC";Assessing forest recreational potential from social media data and remote sensing technologies data;10.1016/j.ecolind.2023.110165;http://dx.doi.org/10.1016/j.ecolind.2023.110165;Both;Recreational activities;basal area;basal area;basal area;Random Forest;Random Forest;Presence;1000;5;2005-2020;Flickr;Photos;Regional;yes;Canada;Cypress provincial park (British Columbia);Temperate deciduous forest;;;no;no;"Gini Impurity;Accuracy";Marta;156;basal area;Other;basal area;Flora;Natural Environment;Natural elements;Recreation;Physical and psychological experiences;Recreational activities;;
4;"Lingua, F; Coops, NC; Griess, VC";Assessing forest recreational potential from social media data and remote sensing technologies data;10.1016/j.ecolind.2023.110165;http://dx.doi.org/10.1016/j.ecolind.2023.110165;Both;Recreational activities;canopy height;canopy height;canopy height;Random Forest;Random Forest;Presence;1000;5;2005-2020;Flickr;Photos;Regional;yes;Canada;Cypress provincial park (British Columbia);Temperate deciduous forest;;;no;no;"Gini Impurity;Accuracy";Marta;157;canopy height;Other;canopy height;Flora;Natural Environment;Natural elements;Recreation;Physical and psychological experiences;Recreational activities;;
4;"Lingua, F; Coops, NC; Griess, VC";Assessing forest recreational potential from social media data and remote sensing technologies data;10.1016/j.ecolind.2023.110165;http://dx.doi.org/10.1016/j.ecolind.2023.110165;Both;Recreational activities;elevation;elevation;elevation;Random Forest;Random Forest;Presence;1000;5;2005-2020;Flickr;Photos;Regional;yes;Canada;Cypress provincial park (British Columbia);Temperate deciduous forest;;;no;no;"Gini Impurity;Accuracy";Marta;158;elevation;Original variable;elevation;Topographical Variables;Natural Environment;Natural elements;Recreation;Physical and psychological experiences;Recreational activities;;
4;"Lingua, F; Coops, NC; Griess, VC";Assessing forest recreational potential from social media data and remote sensing technologies data;10.1016/j.ecolind.2023.110165;http://dx.doi.org/10.1016/j.ecolind.2023.110165;Both;Recreational activities;gross stem volume;gross stem volume;gross stem volume;Random Forest;Random Forest;Presence;1000;5;2005-2020;Flickr;Photos;Regional;yes;Canada;Cypress provincial park (British Columbia);Temperate deciduous forest;;;no;no;"Gini Impurity;Accuracy";Marta;159;gross stem volume;Other;gross stem volume;Flora;Natural Environment;Natural elements;Recreation;Physical and psychological experiences;Recreational activities;;
4;"Lingua, F; Coops, NC; Griess, VC";Assessing forest recreational potential from social media data and remote sensing technologies data;10.1016/j.ecolind.2023.110165;http://dx.doi.org/10.1016/j.ecolind.2023.110165;Both;Recreational activities;seasonality;seasonality;seasonality;Random Forest;Random Forest;Presence;1000;5;2005-2020;Flickr;Photos;Regional;yes;Canada;Cypress provincial park (British Columbia);Temperate deciduous forest;;;no;no;"Gini Impurity;Accuracy";Marta;162;Seasonality;Other;seasonality;Visitor information;Statistical data;Anthropic elements;Recreation;Physical and psychological experiences;Recreational activities;;
4;"Lingua, F; Coops, NC; Griess, VC";Assessing forest recreational potential from social media data and remote sensing technologies data;10.1016/j.ecolind.2023.110165;http://dx.doi.org/10.1016/j.ecolind.2023.110165;Both;Recreational activities;slope;slope;slope;Random Forest;Random Forest;Presence;1000;5;2005-2020;Flickr;Photos;Regional;yes;Canada;Cypress provincial park (British Columbia);Temperate deciduous forest;;;no;no;"Gini Impurity;Accuracy";Marta;160;slope;Other;slope;Topographical Variables;Natural Environment;Natural elements;Recreation;Physical and psychological experiences;Recreational activities;;
4;"Lingua, F; Coops, NC; Griess, VC";Assessing forest recreational potential from social media data and remote sensing technologies data;10.1016/j.ecolind.2023.110165;http://dx.doi.org/10.1016/j.ecolind.2023.110165;Both;Recreational activities;total biomass;total biomass;total biomass;Random Forest;Random Forest;Presence;1000;5;2005-2020;Flickr;Photos;Regional;yes;Canada;Cypress provincial park (British Columbia);Temperate deciduous forest;;;no;no;"Gini Impurity;Accuracy";Marta;161;total biomass;Other;total biomass;Flora;Natural Environment;Natural elements;Recreation;Physical and psychological experiences;Recreational activities;;
