ID;Authors;Article Title;DOI;DOI Link;Supply/demand CES;CES services type original;Initial variables;Final Variables;Most contributing variable;Models used;Best Model;Presence/Abundance model;Original pixel size;Pixel size resampled;Temporality;Social media source data;Type of social media data;Spatial cover;Protect area;Country;Area name;Ecosystem type 1;Ecosystem type 2;Ecosystem type 3;Evaluate changes over time;Excluir;Metrics;Variables Standardized;Type;Variables Originales;Level3;Level2;Level1;CES;IPBES
22;"Zhao, WQ; Wang, Y; Chen, D; Wang, L; Tang, XM";Exploring the Influencing Factors of the Recreational Utilization and Evaluation of Urban Ecological Protection Green Belts for Urban Renewal: A Case Study in Shanghai;10.3390/ijerph181910244;http://dx.doi.org/10.3390/ijerph181910244;Demand;recreation;count of bus station;count of bus station;;"Logarithmic model;Dual Logarithmic model";Dual Logarithmic model;Abundance;;;2011-2020;Sina Weibo;Sign-in data;Local;no;China;Shanghai;Urban Green and Blue Infrastructure;Urban Parks & Forests;;yes;no;R² (Coefficient of Determination);bus station;Count;count of bus station;Public Transport;Accessibility;Anthropic elements;Recreation;Physical and psychological experiences
22;"Zhao, WQ; Wang, Y; Chen, D; Wang, L; Tang, XM";Exploring the Influencing Factors of the Recreational Utilization and Evaluation of Urban Ecological Protection Green Belts for Urban Renewal: A Case Study in Shanghai;10.3390/ijerph181910244;http://dx.doi.org/10.3390/ijerph181910244;Demand;recreation;count of cultural facilities;count of cultural facilities;count of cultural facilities;"Logarithmic model;Dual Logarithmic model";Dual Logarithmic model;Abundance;;;2011-2020;Sina Weibo;Sign-in data;Local;no;China;Shanghai;Urban Green and Blue Infrastructure;Urban Parks & Forests;;yes;no;R² (Coefficient of Determination);cultural facilities;Count;count of cultural facilities;Cultural and Recreational Zones;Cultural and Historical Heritage;Anthropic elements;Recreation;Physical and psychological experiences
22;"Zhao, WQ; Wang, Y; Chen, D; Wang, L; Tang, XM";Exploring the Influencing Factors of the Recreational Utilization and Evaluation of Urban Ecological Protection Green Belts for Urban Renewal: A Case Study in Shanghai;10.3390/ijerph181910244;http://dx.doi.org/10.3390/ijerph181910244;Demand;recreation;degree of beauty;degree of beauty;;"Logarithmic model;Dual Logarithmic model";Dual Logarithmic model;Abundance;;;2011-2020;Sina Weibo;Sign-in data;Local;no;China;Shanghai;Urban Green and Blue Infrastructure;Urban Parks & Forests;;yes;no;R² (Coefficient of Determination);degree of beauty;Other;degree of beauty;Human perceptions;Human perceptions;Anthropic elements;Recreation;Physical and psychological experiences
22;"Zhao, WQ; Wang, Y; Chen, D; Wang, L; Tang, XM";Exploring the Influencing Factors of the Recreational Utilization and Evaluation of Urban Ecological Protection Green Belts for Urban Renewal: A Case Study in Shanghai;10.3390/ijerph181910244;http://dx.doi.org/10.3390/ijerph181910244;Demand;recreation;count of entertainment facilities;count of entertainment facilities;;"Logarithmic model;Dual Logarithmic model";Dual Logarithmic model;Abundance;;;2011-2020;Sina Weibo;Sign-in data;Local;no;China;Shanghai;Urban Green and Blue Infrastructure;Urban Parks & Forests;;yes;no;R² (Coefficient of Determination);entertainment facilities;Count;count of entertainment facilities;Recreational or tourism infrastructures;Recreational Opportunities;Anthropic elements;Recreation;Physical and psychological experiences
22;"Zhao, WQ; Wang, Y; Chen, D; Wang, L; Tang, XM";Exploring the Influencing Factors of the Recreational Utilization and Evaluation of Urban Ecological Protection Green Belts for Urban Renewal: A Case Study in Shanghai;10.3390/ijerph181910244;http://dx.doi.org/10.3390/ijerph181910244;Demand;recreation;count of residential areas;count of residential areas;count of residential areas;"Logarithmic model;Dual Logarithmic model";Dual Logarithmic model;Abundance;;;2011-2020;Sina Weibo;Sign-in data;Local;no;China;Shanghai;Urban Green and Blue Infrastructure;Urban Parks & Forests;;yes;no;R² (Coefficient of Determination);residential areas;Count;count of residential areas;Urban settlement;Infrastructure;Anthropic elements;Recreation;Physical and psychological experiences
22;"Zhao, WQ; Wang, Y; Chen, D; Wang, L; Tang, XM";Exploring the Influencing Factors of the Recreational Utilization and Evaluation of Urban Ecological Protection Green Belts for Urban Renewal: A Case Study in Shanghai;10.3390/ijerph181910244;http://dx.doi.org/10.3390/ijerph181910244;Demand;recreation;count of restaurants;count of restaurants;count of restaurants;"Logarithmic model;Dual Logarithmic model";Dual Logarithmic model;Abundance;;;2011-2020;Sina Weibo;Sign-in data;Local;no;China;Shanghai;Urban Green and Blue Infrastructure;Urban Parks & Forests;;yes;no;R² (Coefficient of Determination);restaurants;Count;count of restaurants;Accommodation;Infrastructure;Anthropic elements;Recreation;Physical and psychological experiences
22;"Zhao, WQ; Wang, Y; Chen, D; Wang, L; Tang, XM";Exploring the Influencing Factors of the Recreational Utilization and Evaluation of Urban Ecological Protection Green Belts for Urban Renewal: A Case Study in Shanghai;10.3390/ijerph181910244;http://dx.doi.org/10.3390/ijerph181910244;Demand;recreation;road network;road network;;"Logarithmic model;Dual Logarithmic model";Dual Logarithmic model;Abundance;;;2011-2020;Sina Weibo;Sign-in data;Local;no;China;Shanghai;Urban Green and Blue Infrastructure;Urban Parks & Forests;;yes;no;R² (Coefficient of Determination);roads;Other;road network;Roads and Paths;Accessibility;Anthropic elements;Recreation;Physical and psychological experiences
22;"Zhao, WQ; Wang, Y; Chen, D; Wang, L; Tang, XM";Exploring the Influencing Factors of the Recreational Utilization and Evaluation of Urban Ecological Protection Green Belts for Urban Renewal: A Case Study in Shanghai;10.3390/ijerph181910244;http://dx.doi.org/10.3390/ijerph181910244;Demand;recreation;count of shopping spots;count of shopping spots;;"Logarithmic model;Dual Logarithmic model";Dual Logarithmic model;Abundance;;;2011-2020;Sina Weibo;Sign-in data;Local;no;China;Shanghai;Urban Green and Blue Infrastructure;Urban Parks & Forests;;yes;no;R² (Coefficient of Determination);shopping spots;Count;count of shopping spots;Public infrastructures;Infrastructure;Anthropic elements;Recreation;Physical and psychological experiences
22;"Zhao, WQ; Wang, Y; Chen, D; Wang, L; Tang, XM";Exploring the Influencing Factors of the Recreational Utilization and Evaluation of Urban Ecological Protection Green Belts for Urban Renewal: A Case Study in Shanghai;10.3390/ijerph181910244;http://dx.doi.org/10.3390/ijerph181910244;Demand;recreation;size of the green area;size of the green area;;"Logarithmic model;Dual Logarithmic model";Dual Logarithmic model;Abundance;;;2011-2020;Sina Weibo;Sign-in data;Local;no;China;Shanghai;Urban Green and Blue Infrastructure;Urban Parks & Forests;;yes;no;R² (Coefficient of Determination);urban areas;Area;size of the green area;Urban settlement;Infrastructure;Anthropic elements;Recreation;Physical and psychological experiences
22;"Zhao, WQ; Wang, Y; Chen, D; Wang, L; Tang, XM";Exploring the Influencing Factors of the Recreational Utilization and Evaluation of Urban Ecological Protection Green Belts for Urban Renewal: A Case Study in Shanghai;10.3390/ijerph181910244;http://dx.doi.org/10.3390/ijerph181910244;Demand;recreation;size of the water body;size of the water body;size of the water body;"Logarithmic model;Dual Logarithmic model";Dual Logarithmic model;Abundance;;;2011-2020;Sina Weibo;Sign-in data;Local;no;China;Shanghai;Urban Green and Blue Infrastructure;Urban Parks & Forests;;yes;no;R² (Coefficient of Determination);size of the water body;Area;size of the water body;Water;Natural Environment;Natural elements;Recreation;Physical and psychological experiences
22;"Zhao, WQ; Wang, Y; Chen, D; Wang, L; Tang, XM";Exploring the Influencing Factors of the Recreational Utilization and Evaluation of Urban Ecological Protection Green Belts for Urban Renewal: A Case Study in Shanghai;10.3390/ijerph181910244;http://dx.doi.org/10.3390/ijerph181910244;Demand;recreation;count of subway station;count of subway station;count of subway station;"Logarithmic model;Dual Logarithmic model";Dual Logarithmic model;Abundance;;;2011-2020;Sina Weibo;Sign-in data;Local;no;China;Shanghai;Urban Green and Blue Infrastructure;Urban Parks & Forests;;yes;no;R² (Coefficient of Determination);subway station;Count;count of subway station;Public Transport;Accessibility;Anthropic elements;Recreation;Physical and psychological experiences
22;"Zhao, WQ; Wang, Y; Chen, D; Wang, L; Tang, XM";Exploring the Influencing Factors of the Recreational Utilization and Evaluation of Urban Ecological Protection Green Belts for Urban Renewal: A Case Study in Shanghai;10.3390/ijerph181910244;http://dx.doi.org/10.3390/ijerph181910244;Demand;recreation;count of tourist spots;count of tourist spots;;"Logarithmic model;Dual Logarithmic model";Dual Logarithmic model;Abundance;;;2011-2020;Sina Weibo;Sign-in data;Local;no;China;Shanghai;Urban Green and Blue Infrastructure;Urban Parks & Forests;;yes;no;R² (Coefficient of Determination);tourist spots;Count;count of tourist spots;Coastal and Marine Activities;Recreational Opportunities;Anthropic elements;Recreation;Physical and psychological experiences
23;"Fox, N; Graham, LJ; Eigenbrod, F; Bullock, JM; Parks, KE";Geodiversity Supports Cultural Ecosystem Services: an Assessment Using Social Media;10.1007/s12371-022-00665-0;"http://dx.doi.org/10.1007/s12371-022-00665-0"",""http://dx.doi.org/10.1007/s12371-022-00665-0";Supply;Recreation;count of bedrock types;count of bedrock types;;"Generalized Linear Model;Generalized Additive Model;Generalized Boosting Model;Classification Tree Analysis;Artificial Neural Network;Surface Range Envelop;Flexible Discriminant Analysis;Multiple Adaptive Regression Splines;Random Forest;MaxEnt";Random Forest;Presence;Not specified ;10 km2;2010-2021;Flickr;"Geolocated photos;Geolocation coordinates";National;partially;United Kingdom;Wales;Temperate deciduous forest;;;no;no;"TSS (True Skill Statistic);AUC-ROC (Area Under the Receiver Operating Characteristic Curve);Kappa";bedrock types;Count;count of bedrock types;Geology;Natural Environment;Natural elements;Recreation;Physical and psychological experiences
23;"Fox, N; Graham, LJ; Eigenbrod, F; Bullock, JM; Parks, KE";Geodiversity Supports Cultural Ecosystem Services: an Assessment Using Social Media;10.1007/s12371-022-00665-0;"http://dx.doi.org/10.1007/s12371-022-00665-0"",""http://dx.doi.org/10.1007/s12371-022-00665-0";Supply;Recreation;distance to coast;distance to coast;distance to coast;"Generalized Linear Model;Generalized Additive Model;Generalized Boosting Model;Classification Tree Analysis;Artificial Neural Network;Surface Range Envelop;Flexible Discriminant Analysis;Multiple Adaptive Regression Splines;Random Forest;MaxEnt";Random Forest;Presence;Not specified ;10 km2;2010-2021;Flickr;"Geolocated photos;Geolocation coordinates";National;partially;United Kingdom;Wales;Temperate deciduous forest;;;no;no;"TSS (True Skill Statistic);AUC-ROC (Area Under the Receiver Operating Characteristic Curve);Kappa";coast;Distance;distance to coast;Coastal and Marine Places;Natural Environment;Natural elements;Recreation;Physical and psychological experiences
23;"Fox, N; Graham, LJ; Eigenbrod, F; Bullock, JM; Parks, KE";Geodiversity Supports Cultural Ecosystem Services: an Assessment Using Social Media;10.1007/s12371-022-00665-0;"http://dx.doi.org/10.1007/s12371-022-00665-0"",""http://dx.doi.org/10.1007/s12371-022-00665-0";Supply;Recreation;elevation range;elevation range;elevation range;"Generalized Linear Model;Generalized Additive Model;Generalized Boosting Model;Classification Tree Analysis;Artificial Neural Network;Surface Range Envelop;Flexible Discriminant Analysis;Multiple Adaptive Regression Splines;Random Forest;MaxEnt";Random Forest;Presence;Not specified ;10 km2;2010-2021;Flickr;"Geolocated photos;Geolocation coordinates";National;partially;United Kingdom;Wales;Temperate deciduous forest;;;no;no;"TSS (True Skill Statistic);AUC-ROC (Area Under the Receiver Operating Characteristic Curve);Kappa";elevation;Range;elevation range;Topographical Variables;Natural Environment;Natural elements;Recreation;Physical and psychological experiences
23;"Fox, N; Graham, LJ; Eigenbrod, F; Bullock, JM; Parks, KE";Geodiversity Supports Cultural Ecosystem Services: an Assessment Using Social Media;10.1007/s12371-022-00665-0;"http://dx.doi.org/10.1007/s12371-022-00665-0"",""http://dx.doi.org/10.1007/s12371-022-00665-0";Supply;Recreation;count of geosites;count of geosites;;"Generalized Linear Model;Generalized Additive Model;Generalized Boosting Model;Classification Tree Analysis;Artificial Neural Network;Surface Range Envelop;Flexible Discriminant Analysis;Multiple Adaptive Regression Splines;Random Forest;MaxEnt";Random Forest;Presence;Not specified ;10 km2;2010-2021;Flickr;"Geolocated photos;Geolocation coordinates";National;partially;United Kingdom;Wales;Temperate deciduous forest;;;no;no;"TSS (True Skill Statistic);AUC-ROC (Area Under the Receiver Operating Characteristic Curve);Kappa";geological sites;Count;count of geosites;Geology;Natural Environment;Natural elements;Recreation;Physical and psychological experiences
23;"Fox, N; Graham, LJ; Eigenbrod, F; Bullock, JM; Parks, KE";Geodiversity Supports Cultural Ecosystem Services: an Assessment Using Social Media;10.1007/s12371-022-00665-0;"http://dx.doi.org/10.1007/s12371-022-00665-0"",""http://dx.doi.org/10.1007/s12371-022-00665-0";Supply;Recreation;distance from green spaces access;distance from green spaces access;distance from green spaces access;"Generalized Linear Model;Generalized Additive Model;Generalized Boosting Model;Classification Tree Analysis;Artificial Neural Network;Surface Range Envelop;Flexible Discriminant Analysis;Multiple Adaptive Regression Splines;Random Forest;MaxEnt";Random Forest;Presence;Not specified ;10 km2;2010-2021;Flickr;"Geolocated photos;Geolocation coordinates";National;partially;United Kingdom;Wales;Temperate deciduous forest;;;no;no;"TSS (True Skill Statistic);AUC-ROC (Area Under the Receiver Operating Characteristic Curve);Kappa";green spaces access;Distance;distance from green spaces access;Green and blue spaces;Green and blue spaces;Anthropic elements;Recreation;Physical and psychological experiences
23;"Fox, N; Graham, LJ; Eigenbrod, F; Bullock, JM; Parks, KE";Geodiversity Supports Cultural Ecosystem Services: an Assessment Using Social Media;10.1007/s12371-022-00665-0;"http://dx.doi.org/10.1007/s12371-022-00665-0"",""http://dx.doi.org/10.1007/s12371-022-00665-0";Supply;Recreation;count of lakes;count of lakes;;"Generalized Linear Model;Generalized Additive Model;Generalized Boosting Model;Classification Tree Analysis;Artificial Neural Network;Surface Range Envelop;Flexible Discriminant Analysis;Multiple Adaptive Regression Splines;Random Forest;MaxEnt";Random Forest;Presence;Not specified ;10 km2;2010-2021;Flickr;"Geolocated photos;Geolocation coordinates";National;partially;United Kingdom;Wales;Temperate deciduous forest;;;no;no;"TSS (True Skill Statistic);AUC-ROC (Area Under the Receiver Operating Characteristic Curve);Kappa";lakes;Count;count of lakes;Water;Natural Environment;Natural elements;Recreation;Physical and psychological experiences
23;"Fox, N; Graham, LJ; Eigenbrod, F; Bullock, JM; Parks, KE";Geodiversity Supports Cultural Ecosystem Services: an Assessment Using Social Media;10.1007/s12371-022-00665-0;"http://dx.doi.org/10.1007/s12371-022-00665-0"",""http://dx.doi.org/10.1007/s12371-022-00665-0";Supply;Recreation;count of landscape types;count of landscape types;;"Generalized Linear Model;Generalized Additive Model;Generalized Boosting Model;Classification Tree Analysis;Artificial Neural Network;Surface Range Envelop;Flexible Discriminant Analysis;Multiple Adaptive Regression Splines;Random Forest;MaxEnt";Random Forest;Presence;Not specified ;10 km2;2010-2021;Flickr;"Geolocated photos;Geolocation coordinates";National;partially;United Kingdom;Wales;Temperate deciduous forest;;;no;no;"TSS (True Skill Statistic);AUC-ROC (Area Under the Receiver Operating Characteristic Curve);Kappa";LULC;Count;count of landscape types;Land Use and Land Cover;Land Use and Land Cover;Natural elements;Recreation;Physical and psychological experiences
23;"Fox, N; Graham, LJ; Eigenbrod, F; Bullock, JM; Parks, KE";Geodiversity Supports Cultural Ecosystem Services: an Assessment Using Social Media;10.1007/s12371-022-00665-0;"http://dx.doi.org/10.1007/s12371-022-00665-0"",""http://dx.doi.org/10.1007/s12371-022-00665-0";Supply;Recreation;area of natural or semi-natural vegetation;area of natural or semi-natural vegetation;;"Generalized Linear Model;Generalized Additive Model;Generalized Boosting Model;Classification Tree Analysis;Artificial Neural Network;Surface Range Envelop;Flexible Discriminant Analysis;Multiple Adaptive Regression Splines;Random Forest;MaxEnt";Random Forest;Presence;Not specified ;10 km2;2010-2021;Flickr;"Geolocated photos;Geolocation coordinates";National;partially;United Kingdom;Wales;Temperate deciduous forest;;;no;no;"TSS (True Skill Statistic);AUC-ROC (Area Under the Receiver Operating Characteristic Curve);Kappa";natural or semi-natural vegetation;Area;area of natural or semi-natural vegetation;Land Use and Land Cover;Land Use and Land Cover;Natural elements;Recreation;Physical and psychological experiences
23;"Fox, N; Graham, LJ; Eigenbrod, F; Bullock, JM; Parks, KE";Geodiversity Supports Cultural Ecosystem Services: an Assessment Using Social Media;10.1007/s12371-022-00665-0;"http://dx.doi.org/10.1007/s12371-022-00665-0"",""http://dx.doi.org/10.1007/s12371-022-00665-0";Supply;Recreation;distance to protected area;distance to protected area;;"Generalized Linear Model;Generalized Additive Model;Generalized Boosting Model;Classification Tree Analysis;Artificial Neural Network;Surface Range Envelop;Flexible Discriminant Analysis;Multiple Adaptive Regression Splines;Random Forest;MaxEnt";Random Forest;Presence;Not specified ;10 km2;2010-2021;Flickr;"Geolocated photos;Geolocation coordinates";National;partially;United Kingdom;Wales;Temperate deciduous forest;;;no;no;"TSS (True Skill Statistic);AUC-ROC (Area Under the Receiver Operating Characteristic Curve);Kappa";protected area;Distance;distance to protected area;Protected Areas;Protected Areas;Land management;Recreation;Physical and psychological experiences
23;"Fox, N; Graham, LJ; Eigenbrod, F; Bullock, JM; Parks, KE";Geodiversity Supports Cultural Ecosystem Services: an Assessment Using Social Media;10.1007/s12371-022-00665-0;"http://dx.doi.org/10.1007/s12371-022-00665-0"",""http://dx.doi.org/10.1007/s12371-022-00665-0";Supply;Recreation;count of rivers;count of rivers;;"Generalized Linear Model;Generalized Additive Model;Generalized Boosting Model;Classification Tree Analysis;Artificial Neural Network;Surface Range Envelop;Flexible Discriminant Analysis;Multiple Adaptive Regression Splines;Random Forest;MaxEnt";Random Forest;Presence;Not specified ;10 km2;2010-2021;Flickr;"Geolocated photos;Geolocation coordinates";National;partially;United Kingdom;Wales;Temperate deciduous forest;;;no;no;"TSS (True Skill Statistic);AUC-ROC (Area Under the Receiver Operating Characteristic Curve);Kappa";rivers;Count;count of rivers;Water;Natural Environment;Natural elements;Recreation;Physical and psychological experiences
23;"Fox, N; Graham, LJ; Eigenbrod, F; Bullock, JM; Parks, KE";Geodiversity Supports Cultural Ecosystem Services: an Assessment Using Social Media;10.1007/s12371-022-00665-0;"http://dx.doi.org/10.1007/s12371-022-00665-0"",""http://dx.doi.org/10.1007/s12371-022-00665-0";Supply;Recreation;distance from roads;distance from roads;distance from roads;"Generalized Linear Model;Generalized Additive Model;Generalized Boosting Model;Classification Tree Analysis;Artificial Neural Network;Surface Range Envelop;Flexible Discriminant Analysis;Multiple Adaptive Regression Splines;Random Forest;MaxEnt";Random Forest;Presence;Not specified ;10 km2;2010-2021;Flickr;"Geolocated photos;Geolocation coordinates";National;partially;United Kingdom;Wales;Temperate deciduous forest;;;no;no;"TSS (True Skill Statistic);AUC-ROC (Area Under the Receiver Operating Characteristic Curve);Kappa";roads;Distance;distance from roads;Roads and Paths;Accessibility;Anthropic elements;Recreation;Physical and psychological experiences
23;"Fox, N; Graham, LJ; Eigenbrod, F; Bullock, JM; Parks, KE";Geodiversity Supports Cultural Ecosystem Services: an Assessment Using Social Media;10.1007/s12371-022-00665-0;"http://dx.doi.org/10.1007/s12371-022-00665-0"",""http://dx.doi.org/10.1007/s12371-022-00665-0";Supply;Recreation;count of scheduled monuments;count of scheduled monuments;;"Generalized Linear Model;Generalized Additive Model;Generalized Boosting Model;Classification Tree Analysis;Artificial Neural Network;Surface Range Envelop;Flexible Discriminant Analysis;Multiple Adaptive Regression Splines;Random Forest;MaxEnt";Random Forest;Presence;Not specified ;10 km2;2010-2021;Flickr;"Geolocated photos;Geolocation coordinates";National;partially;United Kingdom;Wales;Temperate deciduous forest;;;no;no;"TSS (True Skill Statistic);AUC-ROC (Area Under the Receiver Operating Characteristic Curve);Kappa";scheduled monuments;Count;count of scheduled monuments;Historical Buildings and Structures;Cultural and Historical Heritage;Anthropic elements;Recreation;Physical and psychological experiences
23;"Fox, N; Graham, LJ; Eigenbrod, F; Bullock, JM; Parks, KE";Geodiversity Supports Cultural Ecosystem Services: an Assessment Using Social Media;10.1007/s12371-022-00665-0;"http://dx.doi.org/10.1007/s12371-022-00665-0"",""http://dx.doi.org/10.1007/s12371-022-00665-0";Supply;Recreation;slope range;slope range;slope range;"Generalized Linear Model;Generalized Additive Model;Generalized Boosting Model;Classification Tree Analysis;Artificial Neural Network;Surface Range Envelop;Flexible Discriminant Analysis;Multiple Adaptive Regression Splines;Random Forest;MaxEnt";Random Forest;Presence;Not specified ;10 km2;2010-2021;Flickr;"Geolocated photos;Geolocation coordinates";National;partially;United Kingdom;Wales;Temperate deciduous forest;;;no;no;"TSS (True Skill Statistic);AUC-ROC (Area Under the Receiver Operating Characteristic Curve);Kappa";slope;Range;slope range;Topographical Variables;Natural Environment;Natural elements;Recreation;Physical and psychological experiences
23;"Fox, N; Graham, LJ; Eigenbrod, F; Bullock, JM; Parks, KE";Geodiversity Supports Cultural Ecosystem Services: an Assessment Using Social Media;10.1007/s12371-022-00665-0;"http://dx.doi.org/10.1007/s12371-022-00665-0"",""http://dx.doi.org/10.1007/s12371-022-00665-0";Supply;Recreation;count of soil types;count of soil types;;"Generalized Linear Model;Generalized Additive Model;Generalized Boosting Model;Classification Tree Analysis;Artificial Neural Network;Surface Range Envelop;Flexible Discriminant Analysis;Multiple Adaptive Regression Splines;Random Forest;MaxEnt";Random Forest;Presence;Not specified ;10 km2;2010-2021;Flickr;"Geolocated photos;Geolocation coordinates";National;partially;United Kingdom;Wales;Temperate deciduous forest;;;no;no;"TSS (True Skill Statistic);AUC-ROC (Area Under the Receiver Operating Characteristic Curve);Kappa";soil types;Count;count of soil types;Soil characteristics;Natural Environment;Natural elements;Recreation;Physical and psychological experiences
403;"Hamstead Z.A.; Fisher D.; Ilieva R.T.; Wood S.A.; McPhearson T.; Kremer P.";Geolocated social media as a rapid indicator of park visitation and equitable park access;10.1016/j.compenvurbsys.2018.01.007;http://dx.doi.org/10.1016/j.compenvurbsys.2018.01.007;Undefined;recreation;area of the park;area of the park;area of the park;"Negative Binomial Regression;Logistic Regression;Simple Linear Regression";"Negative Binomial Regression;Logistic Regression;Simple Linear Regression";Presence;5;;2005-2014;"Flickr;X-Twitter";"Geolocated photos;text";Local;no;United states;New York city;Urban green spaces;;;no;no;R² (Coefficient of Determination);park squares;Area;area of the park;Green and blue spaces;Green and blue spaces;Anthropic elements;Recreation;Physical and psychological experiences
403;"Hamstead Z.A.; Fisher D.; Ilieva R.T.; Wood S.A.; McPhearson T.; Kremer P.";Geolocated social media as a rapid indicator of park visitation and equitable park access;10.1016/j.compenvurbsys.2018.01.007;http://dx.doi.org/10.1016/j.compenvurbsys.2018.01.007;Undefined;recreation;green space area grass/shrub and/or tree canopy;green space area grass/shrub and/or tree canopy;green space area grass/shrub and/or tree canopy;"Negative Binomial Regression;Logistic Regression;Simple Linear Regression";"Negative Binomial Regression;Logistic Regression;Simple Linear Regression";Presence;5;;2005-2014;"Flickr;X-Twitter";"Geolocated photos;text";Local;no;United states;New York city;Urban green spaces;;;no;no;R² (Coefficient of Determination);green areas;Percentage;green space area grass/shrub and/or tree canopy;Green and blue spaces;Green and blue spaces;Anthropic elements;Recreation;Physical and psychological experiences
403;"Hamstead Z.A.; Fisher D.; Ilieva R.T.; Wood S.A.; McPhearson T.; Kremer P.";Geolocated social media as a rapid indicator of park visitation and equitable park access;10.1016/j.compenvurbsys.2018.01.007;http://dx.doi.org/10.1016/j.compenvurbsys.2018.01.007;Undefined;recreation;green space area tree canopy;;;"Negative Binomial Regression;Logistic Regression;Simple Linear Regression";"Negative Binomial Regression;Logistic Regression;Simple Linear Regression";Presence;5;;2005-2014;"Flickr;X-Twitter";"Geolocated photos;text";Local;no;United states;New York city;Urban green spaces;;;no;no;R² (Coefficient of Determination);green areas;Percentage;green space area tree canopy;Green and blue spaces;Green and blue spaces;Anthropic elements;Recreation;Physical and psychological experiences
403;"Hamstead Z.A.; Fisher D.; Ilieva R.T.; Wood S.A.; McPhearson T.; Kremer P.";Geolocated social media as a rapid indicator of park visitation and equitable park access;10.1016/j.compenvurbsys.2018.01.007;http://dx.doi.org/10.1016/j.compenvurbsys.2018.01.007;Undefined;recreation;impervious surfaces;;;"Negative Binomial Regression;Logistic Regression;Simple Linear Regression";"Negative Binomial Regression;Logistic Regression;Simple Linear Regression";Presence;5;;2005-2014;"Flickr;X-Twitter";"Geolocated photos;text";Local;no;United states;New York city;Urban green spaces;;;no;no;R² (Coefficient of Determination);impervious surfaces;Area;impervious surfaces;Public infrastructures;Infrastructure;Anthropic elements;Recreation;Physical and psychological experiences
403;"Hamstead Z.A.; Fisher D.; Ilieva R.T.; Wood S.A.; McPhearson T.; Kremer P.";Geolocated social media as a rapid indicator of park visitation and equitable park access;10.1016/j.compenvurbsys.2018.01.007;http://dx.doi.org/10.1016/j.compenvurbsys.2018.01.007;Undefined;recreation;area water;area water;area water;"Negative Binomial Regression;Logistic Regression;Simple Linear Regression";"Negative Binomial Regression;Logistic Regression;Simple Linear Regression";Presence;5;;2005-2014;"Flickr;X-Twitter";"Geolocated photos;text";Local;no;United states;New York city;Urban green spaces;;;no;no;R² (Coefficient of Determination);water bodies;Percentage;area water;Water;Natural Environment;Natural elements;Recreation;Physical and psychological experiences
403;"Hamstead Z.A.; Fisher D.; Ilieva R.T.; Wood S.A.; McPhearson T.; Kremer P.";Geolocated social media as a rapid indicator of park visitation and equitable park access;10.1016/j.compenvurbsys.2018.01.007;http://dx.doi.org/10.1016/j.compenvurbsys.2018.01.007;Undefined;recreation;water bodies;water bodies;water bodies;"Negative Binomial Regression;Logistic Regression;Simple Linear Regression";"Negative Binomial Regression;Logistic Regression;Simple Linear Regression";Presence;5;;2005-2014;"Flickr;X-Twitter";"Geolocated photos;text";Local;no;United states;New York city;Urban green spaces;;;no;no;R² (Coefficient of Determination);water bodies;Count;water bodies;Water;Natural Environment;Natural elements;Recreation;Physical and psychological experiences
403;"Hamstead Z.A.; Fisher D.; Ilieva R.T.; Wood S.A.; McPhearson T.; Kremer P.";Geolocated social media as a rapid indicator of park visitation and equitable park access;10.1016/j.compenvurbsys.2018.01.007;http://dx.doi.org/10.1016/j.compenvurbsys.2018.01.007;Undefined;recreation;distance to water bodies;distance to water bodies;distance to water bodies;"Negative Binomial Regression;Logistic Regression;Simple Linear Regression";"Negative Binomial Regression;Logistic Regression;Simple Linear Regression";Presence;5;;2005-2014;"Flickr;X-Twitter";"Geolocated photos;text";Local;no;United states;New York city;Urban green spaces;;;no;no;R² (Coefficient of Determination);water bodies;Distance;distance to water bodies;Water;Natural Environment;Natural elements;Recreation;Physical and psychological experiences
403;"Hamstead Z.A.; Fisher D.; Ilieva R.T.; Wood S.A.; McPhearson T.; Kremer P.";Geolocated social media as a rapid indicator of park visitation and equitable park access;10.1016/j.compenvurbsys.2018.01.007;http://dx.doi.org/10.1016/j.compenvurbsys.2018.01.007;Undefined;recreation;beaches;;;"Negative Binomial Regression;Logistic Regression;Simple Linear Regression";"Negative Binomial Regression;Logistic Regression;Simple Linear Regression";Presence;5;;2005-2014;"Flickr;X-Twitter";"Geolocated photos;text";Local;no;United states;New York city;Urban green spaces;;;no;no;R² (Coefficient of Determination);beaches;Presence;beaches;Coastal and Marine Places;Natural Environment;Natural elements;Recreation;Physical and psychological experiences
403;"Hamstead Z.A.; Fisher D.; Ilieva R.T.; Wood S.A.; McPhearson T.; Kremer P.";Geolocated social media as a rapid indicator of park visitation and equitable park access;10.1016/j.compenvurbsys.2018.01.007;http://dx.doi.org/10.1016/j.compenvurbsys.2018.01.007;Undefined;recreation;hard courts: tennis, basketball, handball and netball;hard courts: tennis, basketball, handball and netball;hard courts: tennis, basketball, handball and netball;"Negative Binomial Regression;Logistic Regression;Simple Linear Regression";"Negative Binomial Regression;Logistic Regression;Simple Linear Regression";Presence;5;;2005-2014;"Flickr;X-Twitter";"Geolocated photos;text";Local;no;United states;New York city;Urban green spaces;;;no;no;R² (Coefficient of Determination);courts;Count;hard courts: tennis, basketball, handball and netball;Public infrastructures;Infrastructure;Anthropic elements;Recreation;Physical and psychological experiences
